Analysis name: SLA_Madison
Column conditions: None
Row conditions: Block, Procedure[Trial], Procedure[Block], SubTrial, Sex, Age, Procedure[SubTrial], Response.RESP, Response.RT, Running[SubTrial], GambleOutcome, GambleAmount, Amount1, Amount2, Certain
Statistics: BothBlockInstructions.RT:Mean
Filters: None
Data file: SLA_v1a_withpractice_Other_8_11_16A_ORDER2-15-1
File does not have data alterations.
Block	Procedure[Trial]	Procedure[Block]	SubTrial	Sex	Age	Procedure[SubTrial]	Response.RESP	Response.RT	Running[SubTrial]	GambleOutcome	GambleAmount	Amount1	Amount2	Certain	Stats	
3	Both1	BothTask	11	male	19	LABothMixed	1	338	List11	won	$8.00	$8.00	-$2.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	12	male	19	LABothMixed	2	376	List11	lost	-$12.00	$6.00	-$12.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	13	male	19	LABothMixed	1	494	List11	lost	-$9.00	$12.00	-$9.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	14	male	19	LABothMixed	2	340	List11	won	$6.00	$6.00	-$9.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	15	male	19	LABothGain	1	377	List11	won	$3.25	$3.25	$0.00	$1.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	16	male	19	LABothGain	1	343	List11	won	$7.00	$7.00	$0.00	$3.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	17	male	19	LABothMixed	2	1772	List11	lost	-$7.00	$8.00	-$7.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	18	male	19	LABothGain	1	514	List11	won	$25.00	$25.00	$0.00	$9.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	19	male	19	LABothGain	1	608	List11	lost	$0.00	$8.00	$0.00	$4.25	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	20	male	19	LABothMixed	1	877	List11	lost	-$8.75	$10.00	-$8.75	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	21	male	19	LABothMixed	2	507	List11	won	$4.00	$4.00	-$8.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	22	male	19	LABothGain	1	352	List11	lost	$0.00	$17.00	$0.00	$9.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	23	male	19	LABothMixed	2	1510	List11	won	$12.00	$12.00	-$18.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	24	male	19	LABothGain	1	268	List11	won	$10.00	$10.00	$0.00	$6.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	25	male	19	LABothGain	1	393	List11	lost	$0.00	$13.00	$0.00	$6.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	26	male	19	LABothMixed	2	535	List11	lost	-$15.75	$9.00	-$15.75	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	27	male	19	LABothMixed	2	357	List11	won	$5.00	$5.00	-$8.13	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	28	male	19	LABothMixed	2	707	List11	won	$4.00	$4.00	-$4.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	29	male	19	LABothGain	1	648	List11	won	$4.00	$4.00	$0.00	$2.25	Mean BothBlockInstructions.RT	1478.00
3	Both1	BothTask	30	male	19	LABothMixed	2	1494	List11	lost	-$5.00	$5.00	-$5.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	1	male	19	LABothGain	1	532	List12	lost	$0.00	$30.00	$0.00	$12.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	2	male	19	LABothMixed	1	370	List12	lost	-$6.00	$12.00	-$6.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	3	male	19	LABothMixed	2	287	List12	won	$4.00	$4.00	-$5.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	4	male	19	LABothGain	2	613	List12	lost	$0.00	$17.00	$0.00	$10.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	5	male	19	LABothMixed	2	330	List12	won	$2.00	$2.00	-$3.25	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	6	male	19	LABothMixed	2	367	List12	lost	-$6.00	$6.00	-$6.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	7	male	19	LABothMixed	1	293	List12	won	$6.00	$6.00	-$4.50	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	8	male	19	LABothMixed	1	266	List12	lost	-$2.00	$4.00	-$2.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	9	male	19	LABothGain	1	97	List12	won	$4.00	$4.00	$0.00	$2.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	10	male	19	LABothMixed	1	319	List12	won	$9.00	$9.00	-$4.50	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	11	male	19	LABothMixed	2	388	List12	lost	-$24.00	$12.00	-$24.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	12	male	19	LABothGain	1	370	List12	won	$22.00	$22.00	$0.00	$10.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	13	male	19	LABothMixed	2	311	List12	won	$4.00	$4.00	-$7.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	14	male	19	LABothMixed	2	612	List12	won	$2.00	$2.00	-$0.75	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	15	male	19	LABothMixed	1	1698	List12	lost	-$2.25	$2.00	-$2.25	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	16	male	19	LABothMixed	2	264	List12	lost	-$9.38	$5.00	-$9.38	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	17	male	19	LABothMixed	2	261	List12	lost	-$15.00	$8.00	-$15.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	18	male	19	LABothMixed	1	667	List12	won	$8.00	$8.00	-$5.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	19	male	19	LABothMixed	2	544	List12	won	$10.00	$10.00	-$13.75	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	20	male	19	LABothGain	1	294	List12	lost	$0.00	$8.00	$0.00	$3.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	21	male	19	LABothMixed	1	427	List12	won	$8.00	$8.00	-$6.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	22	male	19	LABothGain	1	432	List12	won	$13.00	$13.00	$0.00	$5.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	23	male	19	LABothGain	2	1006	List12	won	$24.00	$24.00	$0.00	$12.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	24	male	19	LABothMixed	2	564	List12	lost	-$18.00	$9.00	-$18.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	25	male	19	LABothGain	1	290	List12	lost	$0.00	$7.00	$0.00	$4.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	26	male	19	LABothMixed	1	263	List12	lost	-$3.75	$10.00	-$3.75	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	27	male	19	LABothMixed	2	1213	List12	won	$5.00	$5.00	-$3.13	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	28	male	19	LABothMixed	2	314	List12	lost	-$15.00	$12.00	-$15.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	29	male	19	LABothMixed	2	648	List12	lost	-$10.50	$6.00	-$10.50	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both2	BothTask	30	male	19	LABothGain	1	766	List12	won	$11.00	$11.00	$0.00	$6.00	Mean BothBlockInstructions.RT	1478.00
3	Both3	BothTask	1	male	19	LABothMixed	2	350	List13	won	$9.00	$9.00	-$11.25	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both3	BothTask	2	male	19	LABothMixed	2	356	List13	won	$6.00	$6.00	-$7.50	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both3	BothTask	3	male	19	LABothMixed	2	522	List13	lost	-$21.00	$12.00	-$21.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both3	BothTask	4	male	19	LABothGain	1	472	List13	won	$19.00	$19.00	$0.00	$8.00	Mean BothBlockInstructions.RT	1478.00
3	Both3	BothTask	5	male	19	LABothGain	1	492	List13	lost	$0.00	$12.00	$0.00	$5.00	Mean BothBlockInstructions.RT	1478.00
3	Both3	BothTask	6	male	19	LABothMixed	2	394	List13	lost	-$13.50	$9.00	-$13.50	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both3	BothTask	7	male	19	LABothMixed	2	648	List13	won	$10.00	$10.00	-$16.25	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both3	BothTask	8	male	19	LABothMixed	1	350	List13	lost	-$3.00	$6.00	-$3.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both3	BothTask	9	male	19	LABothMixed	2	1098	List13	lost	-$12.00	$12.00	-$12.00	$0.00	Mean BothBlockInstructions.RT	1478.00
3	Both3	BothTask	10	male	19	LABothMixed	2	401	List13	won	$5.00	$5.00	-$6.88	$0.00	Mean BothBlockInstructions.RT	1478.00
